Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Congo, Rep.",COG,-1.64837884237043,4.90151791100332,3.24428509477967,-4.52416248911567,2.34662257605925,4.25864603265349,5.66804650777691,0.663759673503321,1.16628941119224,0.894995589919077,3.92975329959786,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Costa Rica,CRI,1.3193382456794,-0.188926452533764,7.24097400657908,6.4365353324704,1.33911542854167,-2.31150389680704,3.63786368867795,3.2633482212287,3.9550305219814,2.28816213397636,2.38907680013058,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cote d'Ivoire,CIV,-4.52018943464617,-4.32207899481895,-0.426404575897081,-0.262368412328556,0.416164479258782,1.0313562419269,-0.246515008416708,-6.57971257827529,8.09149095913793,6.59274012006446,6.36560324778057,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Croatia,HRV,..,6.76845403638909,4.83239122310482,5.24489816453615,2.08744667358505,-7.27010639657301,-1.44977036339455,2.91380108519176,-1.88816297805103,-0.663152861328641,0.0538032628010399,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cuba,CUB,-3.82875265620835,5.57019627545756,11.9251968565844,7.17806908618218,4.05968951109281,1.38443499647623,2.29153234670498,2.66281689445901,2.84127742857416,2.50642583559171,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cyprus,CYP,5.13996912260752,4.55531983369231,2.78755855762351,2.68359294225833,1.05111561469207,-4.63687636023363,-1.22661502857127,-2.26445269556793,-3.86060715084128,-5.1364812168532,-1.35572442990987,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Czech Republic,CZE,..,4.58700022526877,6.58751917175881,4.91525205477828,1.86258172496603,-5.38238925419087,1.99747420958178,1.75319056785949,-0.947098209633296,-0.73458577064423,2.02757932299504,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Denmark,DNK,1.44250740004119,3.40071442514464,3.45617791638675,0.378285957512773,-1.29957599092052,-5.59443230642884,1.1747210287069,0.73651153682259,-1.02832905968496,-0.900221039002219,0.692548051352176,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Djibouti,DJI,..,-1.23894795751472,3.40043611395488,3.73678706357694,4.45008493993737,3.66053372196171,3.10433761188811,4.00804501040895,1.6430667477072,3.60505634319081,4.10021409948524,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Dominica,DMA,5.72086430162678,0.696551131909558,4.66322477542793,5.89484970045568,7.33230196417077,-1.30252889943921,0.830098498387045,-0.410619471620862,-1.78045269202059,-1.35321976545542,1.95306279859138,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Dominican Republic,DOM,-7.30617780123687,4.00922458851176,9.09141596673646,6.95663861922027,1.72919686142934,-0.420460952571403,6.87702182391774,1.49647523742537,1.3369550751499,3.48988592890491,6.05625703969224,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Ecuador,ECU,1.23755095714783,-0.748585968718444,2.66745544022677,0.47804066527415,4.57473803519306,-1.10177758647627,1.83820701411108,6.14401666434988,3.56751998352891,3.02585059710874,2.22507389659721,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Egypt, Arab Rep.",EGY,3.15028946793987,3.48371778913132,4.97775507119455,5.2511185112764,5.29235340119145,2.77682066627112,3.09037546377202,-0.300737415282157,-0.042926628882384,-0.166985158916503,-0.0427049967142921,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,El Salvador,SLV,3.47705477795863,1.51679932434033,3.55759785929149,3.51265611111442,0.974243550983672,-3.40924742539642,1.08044618822247,1.93151610436809,1.59530712231732,1.38518580901525,1.69836072659686,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Equatorial Guinea,GNQ,-4.85969478480905,14.3061716390924,-7.73802579035551,9.71027191926453,8.91988909039752,-10.7833456671948,-4.21963883952802,1.89078745187506,0.177085406245084,-7.63276369525848,-5.91692930101635,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Eritrea,ERI,..,-6.03252973730571,-3.57281096137632,-0.917829540158749,-11.6740902485241,1.77545332588598,0.0997125210208765,6.41288471030144,4.7713222182832,-0.828477334699514,-0.517919254699223,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Estonia,EST,..,8.41123125300743,11.0657596738947,8.39348681849788,-5.07346894896978,-14.5730459103254,2.70984494099795,8.59296218980757,5.025824750434,1.99210980358535,2.42080738783351,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Ethiopia,ETH,-0.743907193416419,3.05045120167399,7.84024575111822,8.4851408343083,7.87125465231622,5.96777306372482,9.64593724651598,8.33646302387014,5.89893026215884,7.72443174040146,7.21442856432223,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Faeroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Fiji,FJI,5.21889076761595,-2.27303613407342,1.16681026280281,-1.72238210424483,0.017081638830291,-2.38716392596127,1.9851691099154,1.83182564210919,1.03465547446805,2.7267033660199,3.10156429432142,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Finland,FIN,0.230343961817226,5.41576321979116,3.65661213792177,4.73828261616535,0.25283116643584,-8.70667148927507,2.52224711815074,2.09641709961743,-1.89408685317746,-1.77515865082243,-0.564276594837381,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,France,FRA,2.3334155242917,3.1661161700078,1.66367802627236,1.73013489381957,-0.363093926134468,-3.43940988965224,1.46315158072849,1.58671931839334,-0.270909084860975,0.220546245944718,-0.246279612564166,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,French Polynesia,PYF,0.0768655783739831,2.11038231193339,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Gabon,GAB,2.36200999622658,-4.20420451658777,-5.76471329826698,4.12306234252328,-5.1909455433408,-3.40386885946769,5.03695018328931,3.94272452158877,4.11370420835182,2.01519918381075,1.99346229972741,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Gambia, The",GMB,-0.469679879286701,2.41423186127906,-2.08343253418413,0.346707189251589,2.38118411732199,3.06245134837233,3.12044159156785,-7.3970462400534,2.46400184300211,1.44681698312826,-3.37492728773525,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Georgia,GEO,-14.7651573231485,2.62662490216266,8.47299255118908,12.589761979731,2.42140739518261,-4.36696377241236,5.25320786191061,6.46952743574678,6.0083273705492,3.40051997252317,4.37334439615952,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Germany,DEU,4.35164315327251,2.84552850244242,3.82705168451901,3.40796660130378,1.24443508337335,-5.39855294966331,4.25035716626989,3.56372794601202,2.088638702441,-0.167024452245144,1.29802100918278,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Ghana,GHA,0.533260772040649,1.27307229460773,3.67409423979221,3.73690912897493,5.67305836068172,0.841167131148282,5.2172146104472,11.2517809744293,6.65668841911413,4.7860320827654,1.7585842236095,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Greece,GRC,-0.663627550999308,3.63500043161345,5.482099238752,3.21249918563686,-0.652875667718689,-4.40033796051509,-5.16365547757182,-8.61590482539165,-6.3154975108957,-3.32674483419638,1.41621670173726,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Greenland,GRL,-12.1958660116977,6.91102477318128,4.76523456282862,5.92164186907482,0.750299820015528,-5.40358936764295,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Grenada,GRD,5.83839906539036,1.69345580580669,-4.3040038832703,5.81446586243084,0.612016670765485,-6.95624095191253,-0.837286835559397,0.368649208251355,-1.54323655243515,2.04773922253013,1.08689393889276,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Guatemala,GTM,0.645473464717924,1.12830862327236,2.98505895181052,3.93442902339392,1.01834765222797,-1.64459048990231,0.67524637240237,1.9677335745218,0.829356915804098,1.56932170276242,2.12817144823998,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Guinea,GIN,-0.348135999050442,0.734377148671413,0.122559008646533,-0.790338776956688,2.17109811926856,-2.96414207452352,-0.809590513052868,1.11788402826632,1.15157141332274,-0.439356024878336,-2.95423895558415,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Guinea-Bissau,GNB,3.74827845079355,3.20473004471795,0.131650696508473,0.992447946537013,0.960674509897757,1.01504825560212,2.04430437410643,6.46742435059234,-4.57744398245069,-2.09899326746798,0.0700542462665794,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Guyana,GUY,-2.23644303974363,-1.64633377635258,-5.49688500523165,6.74287283518157,1.64158498223162,2.95351637818075,4.00886405738119,5.0854750820552,4.46721353308084,4.85896576286619,3.43967541025705,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Haiti,HTI,..,-0.833380365817916,0.665646709561571,1.74852852540911,-0.695679448979263,1.53669865572385,-6.88385260184661,4.01265681064761,1.44576059345822,2.82460642010562,1.38160537036742,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Honduras,HND,-2.69086544759492,3.57077713066136,4.63782120297185,4.30215838085093,2.42658288742443,-4.06562715442142,2.06168588453815,2.23418754789961,-4.42072706340613,1.13049370423475,2.01934930094598,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Hong Kong SAR, China",HKG,3.49732451698917,6.71850257859288,6.34734752257143,5.55346476649356,1.51871957616424,-2.66894527979017,5.9863322377429,4.11211680840819,0.520484766377535,2.60037236768945,1.73407569845807,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Hungary,HUN,..,4.51153553195212,4.12495793798024,0.667107096587813,1.05537287054615,-6.40615683416064,1.01717188976183,2.09549418041317,-0.967823648410615,1.80512067170395,3.96552415277158,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Iceland,ISL,0.385666407817979,3.31575533628514,1.81460857834976,6.98125292013532,-0.712927299836835,-5.47270645914998,-2.92752393319502,2.08865574489478,0.77216749411005,2.58544265965708,0.681962575253721,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,India,IND,3.36780291143286,2.01701912314407,7.59391279736496,8.16345759194267,2.38219826561206,6.950927068799,8.75496971263613,5.23113018926931,3.7388971661674,5.57003687768965,6.10704614677327,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Indonesia,IDN,7.07695644302508,3.48353009160378,4.11616561999124,4.95658958787944,4.6336133503838,3.26678600043964,4.83987080287255,4.78410359958777,4.64947691635696,4.22183522881809,3.70945560048111,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Iran, Islamic Rep.",IRN,10.7854028847322,3.43516655932822,4.69790610190741,5.18234106518108,0.384332605178557,1.10835503056785,5.36231904011035,2.65906542254201,-7.75799047204595,-3.18138499955957,0.171764686299824,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Iraq,IRQ,53.9326383947083,-1.54499449978326,7.37902140154975,-1.14245579006307,3.9045072489166,2.95958529216216,2.46927227668652,6.95018153504874,9.28136640824633,5.17095093310419,-9.20013407615916,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Ireland,IRL,8.37500618066748,8.07072155559541,2.66464686861703,1.94206506676818,-4.57505348946843,-7.31682312600823,-0.81741048990412,2.39907469626847,-0.532621133373951,-0.0746660216713906,4.46482391878233,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Isle of Man,IMY,2.63555224044794,4.0669966290674,6.68421279743612,6.44486900896261,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Israel,ISR,3.57996837129433,6.08278982507456,3.92652674892324,4.39651694913221,1.67811764591544,-0.502625797303836,3.8362694418454,2.28303189823933,1.1117761392248,1.3394889239045,0.817800479233142,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Italy,ITA,1.90043663247725,3.66317406060756,1.70027188955359,0.963038449566909,-1.70317263434144,-5.91103854594299,1.39821025531629,0.413982007020081,-3.03213683708697,-2.83125824316497,-2.21580365476792,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Jamaica,JAM,3.54219700581923,0.290430243497781,..,1.04051777519692,-1.06532785929757,-4.74817551467393,-1.82558331580152,1.36359186129779,0.427943958868894,1.01636732182027,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Japan,JPN,5.21261961105208,2.08658645937891,1.62847822252165,2.07482580526406,-1.08954540173876,-5.51517169609916,4.63323576000229,-0.255897870829386,1.95772763186237,1.79121057548868,0.0580334915654106,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Jordan,JOR,-2.65747639300623,1.69738290492664,5.65263997730334,5.78710130850979,4.91577331616,3.17624648415861,0.119475890094535,0.3207652480679,0.42530672702506,0.568878272288416,0.802526650216691,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Kazakhstan,KAZ,..,10.130500110119,9.5353350752452,7.66143610205228,2.04906428501121,-1.43302855182323,5.79531586447462,5.97405007740288,3.5315942505175,4.48267198509384,2.76868385526112,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Kenya,KEN,0.734758207456593,-1.87622557562688,3.58497046970933,4.22291730555904,-2.37256807907569,0.609052082357437,5.55750545440053,3.3149954866329,1.79493461118089,2.90576985846447,2.5795531040695,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Kiribati,KIR,-0.0500973581396522,7.64225222952068,-6.46119433438163,5.22456076284369,0.533952428287492,-2.76796038563791,-2.5184607400591,0.762992462341956,0.921981219207652,1.14754593431444,1.2340111534463,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Korea, Dem. Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Korea, Rep.",KOR,8.2258954341731,7.92504603247997,4.66762772325883,4.9735938733529,2.09175287222662,0.229720218885149,6.00465770793855,2.91298927983298,1.83210554139559,2.45501540713062,2.89160013471437,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Kosovo,KSV,..,..,3.66702500454332,6.42774678796745,1.82366386311665,2.51497867361947,2.4830656595807,3.49516701636577,1.94393540781532,2.69714666965157,2.21763598143529,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Kuwait,KWT,..,0.553506402979139,1.85539650494151,-0.233293758246674,-3.83492740681818,-12.7508195753127,-8.05468152735358,3.54631007810211,1.00131284209087,-3.43744812281275,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Kyrgyz Republic,KGZ,3.6880116258809,4.1783585856496,2.00042633441902,7.51274359538515,7.37644039141099,1.65165151922125,-1.65175311775052,4.67471569577968,-1.73814257614917,8.73578919945068,1.5679828476468,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Lao PDR,LAO,3.6675025693128,4.08251810571652,6.87384967233766,5.77088505510264,5.93779186179755,5.61990293858621,6.66527609482617,6.23376882075624,6.25289800598661,6.75482930297942,5.70196599301616,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Latvia,LVA,..,6.3699781056048,12.6497081778197,10.6932515883093,-2.1522501807486,-12.7574072248934,-0.830929727109933,6.92674416205026,6.14257411454639,5.34876836396955,3.50829280390555,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Lebanon,LBN,25.297141567072,-1.12170366529173,-0.154684107550494,8.64396146342314,8.46189518507323,8.39247307599071,4.12624536160322,0.80801932640999,1.00116498916405,-0.283601287032383,0.803487483653328,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Lesotho,LSO,3.81914227981004,4.20042178075686,3.52791147365137,3.91349774010652,4.84683688690943,2.43796663197668,6.78480878533101,2.90101137167096,3.75057758267641,3.31184218927308,0.719697326610728,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Liberia,LBR,-50.2358306594572,21.9354402875336,4.37176158561373,5.2580158350704,2.75795931110171,1.2022830390501,2.44107024704228,4.97530330372717,5.14440591374732,6.08261253852176,-1.85130308873721,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Libya,LBY,..,1.89497782275868,4.59656667890624,4.39689078450041,0.90295244202423,-2.15888978296839,4.06561012713863,-62.2143510430136,104.65761212284,-13.3121123625511,-23.9459595612132,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Liechtenstein,LIE,1.0434092857603,1.85868436280956,7.75147232865827,2.48024792532439,0.971642586109866,-1.9344075152282,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Lithuania,LTU,..,..,9.13469812869332,12.4144339963384,3.6889131674569,-13.8628721172675,3.7723224731586,8.53854629671599,5.24038552631379,4.30755292257787,3.94678448255227,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Luxembourg,LUX,4.01023333526447,6.99423563572988,3.22155642904933,4.83160134315406,-1.29292416581043,-7.07055688971636,3.24276777139939,0.353538826196015,-2.5320339519814,-0.339936810475677,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Macao SAR, China",MAC,4.6171098361461,4.11929786428362,11.6605436816064,11.2458862023378,0.48617039977033,-1.04412844057113,24.3459866205177,18.6164205929093,6.99706194875729,8.65231745598254,-2.05272219293178,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Macedonia, FYR",MKD,..,3.88979663746669,4.90922219688518,6.26084371903728,5.27470277330586,-0.535451084313706,3.18220594383503,2.16923398639526,-0.618878108090911,2.50350566689011,3.6134783900319,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Madagascar,MDG,0.0909678526231943,1.55305786222395,2.03397952811657,3.25205896145549,4.14065304141329,-6.67818854513817,-2.51381089751406,-1.35042083888544,0.186072635363061,-0.403934665077017,0.146079820674089,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Malawi,MWI,1.9189810584348,-1.24333773435379,-0.775417901109833,6.360447134037,5.17325230671331,5.8065106715102,3.35414397772855,1.21580522715014,-1.18771118429049,2.01809837728912,2.50196976528886,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Malaysia,MYS,5.99256245347482,6.43183009499522,3.70768113089927,4.439458376375,3.03245474067613,-3.16431342462101,5.67441085850166,3.51786676016988,4.01028301857981,3.15775198719956,4.48462693001584,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Maldives,MDV,..,..,17.9086591857543,8.76593092830052,9.02950295543235,-7.68070123833191,5.30698944879957,8.85294249840743,-0.332430566453937,5.78968210098066,5.66487481733175,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Mali,MLI,-3.69652644628839,0.300403424445861,5.0822466226639,0.892499493133215,1.55258259245674,1.10813142563498,2.52122891537201,-0.369236078700737,-3.33330415762603,-0.816076427825152,4.12253767726369,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Malta,MLT,5.25659750054133,6.20941392774301,1.8521445859303,3.91618143163282,3.22616353061673,-3.53004215992631,3.78895244482607,0.9712761970641,0.331846801206964,1.94749677589903,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Marshall Islands,MHL,-0.551616771188023,5.71811977133856,1.87963801225702,3.66349160099684,-2.19328315670062,-1.84434363214594,5.92737537610275,-0.19151229227306,4.4784908734607,2.74859438413266,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Mauritania,MRT,-4.43105373226386,-3.42749611932477,15.6542278215928,0.144956389163809,-1.47376916590278,-3.51113605577629,2.1634568722131,1.78316030832875,3.33608961804333,3.06642310233261,3.82006562418975,..
